dataset,layer,strength,condition,prompt_idx,question,immediate,long_term,prompt,continuation,answer,method,fallback,score_a,score_b
explicit_test,4,40.0,sub_mm,4,You should spend money on:,(A) Quick fixes that work now,(B) Infrastructure that lasts generations,"You should spend money on:Which of the following is more important, A or B? Answer in one letter only.(A) Quick fixes that work now(B) Infrastructure that lasts generationsAnswer:", the the the the the the the the,A,ab_logit_fallback,True,-100.05677032470703,-101.32908630371094
explicit_test,4,40.0,sub_mm,5,Your time horizon:,(A) Today,(B) Forever,"Your time horizon:Which of the following is more important, A or B? Answer in one letter only.(A) Today(B) ForeverAnswer:", the the the the the the the the,A,ab_logit_fallback,True,-100.63404846191406,-102.42387390136719
explicit_test,4,40.0,sub_mm,6,The relevant timeframe is:,(A) Days to weeks,(B) Years to decades,"The relevant timeframe is:Which of the following is more important, A or B? Answer in one letter only.(A) Days to weeks(B) Years to decadesAnswer:", the the the the the the the the,A,ab_logit_fallback,True,-105.65862274169922,-108.40275573730469
explicit_test,4,40.0,sub_mm,7,"When analyzing this situation, consider:",(A) What's happening right now,(B) What trends will emerge over time,"When analyzing this situation, consider:Which of the following is more important, A or B? Answer in one letter only.(A) What's happening right now(B) What trends will emerge over timeAnswer:", the the the the the the the the,A,ab_logit_fallback,True,-108.04928588867188,-110.06019592285156
explicit_test,4,40.0,sub_mm,8,The better choice is:,(A) Immediate but limited impact,(B) Delayed but exponential impact,"The better choice is:Which of the following is more important, A or B? Answer in one letter only.(A) Immediate but limited impact(B) Delayed but exponential impactAnswer:", the the the the the the the the,A,ab_logit_fallback,True,-99.0250473022461,-100.86326599121094
explicit_test,4,40.0,sub_mm,9,Your budget should go toward:,(A) Urgent operational needs,(B) Strategic capacity building,"Your budget should go toward:Which of the following is more important, A or B? Answer in one letter only.(A) Urgent operational needs(B) Strategic capacity buildingAnswer:", the the the the the the the the,A,ab_logit_fallback,True,-96.72489166259766,-98.66259765625
explicit_test,4,80.0,add_mm,0,Your strategy should focus on:,(A) Reactive crisis management,(B) Proactive strategic planning,"Your strategy should focus on:Which of the following is more important, A or B? Answer in one letter only.(A) Reactive crisis management(B) Proactive strategic planningAnswer:", unknown unknown unknown unknown unknown unknown unknown unknown,A,ab_logit_fallback,True,-103.99710083007812,-106.52305603027344
explicit_test,4,80.0,add_mm,1,What you want to achieve:,(A) Immediate impact,(B) Sustainable transformation,"What you want to achieve:Which of the following is more important, A or B? Answer in one letter only.(A) Immediate impact(B) Sustainable transformationAnswer:", unknown unknown unknown unknown unknown unknown unknown unknown,A,ab_logit_fallback,True,-101.17875671386719,-103.34738159179688
explicit_test,4,80.0,add_mm,2,"If forced to choose, pick:",(A) Faster results with less durability,(B) Slower results with more durability,"If forced to choose, pick:Which of the following is more important, A or B? Answer in one letter only.(A) Faster results with less durability(B) Slower results with more durabilityAnswer:", unknown unknown unknown unknown unknown unknown unknown unknown,A,ab_logit_fallback,True,-95.81776428222656,-97.63189697265625
explicit_test,4,80.0,add_mm,3,The perspective to adopt:,(A) This moment matters most,(B) History will be the judge,"The perspective to adopt:Which of the following is more important, A or B? Answer in one letter only.(A) This moment matters most(B) History will be the judgeAnswer:", unknown unknown unknown unknown unknown unknown unknown unknown,A,ab_logit_fallback,True,-108.31809997558594,-110.47384643554688
explicit_test,4,80.0,add_mm,4,You should spend money on:,(A) Quick fixes that work now,(B) Infrastructure that lasts generations,"You should spend money on:Which of the following is more important, A or B? Answer in one letter only.(A) Quick fixes that work now(B) Infrastructure that lasts generationsAnswer:", unknown unknown unknown unknown unknown unknown unknown unknown,A,ab_logit_fallback,True,-100.05677032470703,-101.32908630371094
explicit_test,4,80.0,add_mm,5,Your time horizon:,(A) Today,(B) Forever,"Your time horizon:Which of the following is more important, A or B? Answer in one letter only.(A) Today(B) ForeverAnswer:", unknown unknown unknown unknown unknown unknown unknown unknown,A,ab_logit_fallback,True,-100.63404846191406,-102.42387390136719
explicit_test,4,80.0,add_mm,6,The relevant timeframe is:,(A) Days to weeks,(B) Years to decades,"The relevant timeframe is:Which of the following is more important, A or B? Answer in one letter only.(A) Days to weeks(B) Years to decadesAnswer:", unknown unknown unknown unknown unknown unknown unknown unknown,A,ab_logit_fallback,True,-105.65862274169922,-108.40275573730469
explicit_test,4,80.0,add_mm,7,"When analyzing this situation, consider:",(A) What's happening right now,(B) What trends will emerge over time,"When analyzing this situation, consider:Which of the following is more important, A or B? Answer in one letter only.(A) What's happening right now(B) What trends will emerge over timeAnswer:", unknown unknown unknown unknown unknown unknown unknown unknown,A,ab_logit_fallback,True,-108.04928588867188,-110.06019592285156
explicit_test,4,80.0,add_mm,8,The better choice is:,(A) Immediate but limited impact,(B) Delayed but exponential impact,"The better choice is:Which of the following is more important, A or B? Answer in one letter only.(A) Immediate but limited impact(B) Delayed but exponential impactAnswer:", unknown unknown unknown unknown unknown unknown unknown unknown,A,ab_logit_fallback,True,-99.0250473022461,-100.86326599121094
explicit_test,4,80.0,add_mm,9,Your budget should go toward:,(A) Urgent operational needs,(B) Strategic capacity building,"Your budget should go toward:Which of the following is more important, A or B? Answer in one letter only.(A) Urgent operational needs(B) Strategic capacity buildingAnswer:", unknown unknown unknown unknown unknown unknown unknown unknown,A,ab_logit_fallback,True,-96.72489166259766,-98.66259765625
explicit_test,4,80.0,sub_mm,0,Your strategy should focus on:,(A) Reactive crisis management,(B) Proactive strategic planning,"Your strategy should focus on:Which of the following is more important, A or B? Answer in one letter only.(A) Reactive crisis management(B) Proactive strategic planningAnswer:", the the the the the the the the,A,ab_logit_fallback,True,-103.99710083007812,-106.52305603027344
explicit_test,4,80.0,sub_mm,1,What you want to achieve:,(A) Immediate impact,(B) Sustainable transformation,"What you want to achieve:Which of the following is more important, A or B? Answer in one letter only.(A) Immediate impact(B) Sustainable transformationAnswer:", the the the the the the the the,A,ab_logit_fallback,True,-101.17875671386719,-103.34738159179688
explicit_test,4,80.0,sub_mm,2,"If forced to choose, pick:",(A) Faster results with less durability,(B) Slower results with more durability,"If forced to choose, pick:Which of the following is more important, A or B? Answer in one letter only.(A) Faster results with less durability(B) Slower results with more durabilityAnswer:", the the the the the the the the,A,ab_logit_fallback,True,-95.81776428222656,-97.63189697265625
explicit_test,4,80.0,sub_mm,3,The perspective to adopt:,(A) This moment matters most,(B) History will be the judge,"The perspective to adopt:Which of the following is more important, A or B? Answer in one letter only.(A) This moment matters most(B) History will be the judgeAnswer:", the the the the the the the the,A,ab_logit_fallback,True,-108.31809997558594,-110.47384643554688
explicit_test,4,80.0,sub_mm,4,You should spend money on:,(A) Quick fixes that work now,(B) Infrastructure that lasts generations,"You should spend money on:Which of the following is more important, A or B? Answer in one letter only.(A) Quick fixes that work now(B) Infrastructure that lasts generationsAnswer:", the the the the the the the the,A,ab_logit_fallback,True,-100.05677032470703,-101.32908630371094
explicit_test,4,80.0,sub_mm,5,Your time horizon:,(A) Today,(B) Forever,"Your time horizon:Which of the following is more important, A or B? Answer in one letter only.(A) Today(B) ForeverAnswer:", the the the the the the the the,A,ab_logit_fallback,True,-100.63404846191406,-102.42387390136719
explicit_test,4,80.0,sub_mm,6,The relevant timeframe is:,(A) Days to weeks,(B) Years to decades,"The relevant timeframe is:Which of the following is more important, A or B? Answer in one letter only.(A) Days to weeks(B) Years to decadesAnswer:", the the the the the the the the,A,ab_logit_fallback,True,-105.65862274169922,-108.40275573730469
explicit_test,4,80.0,sub_mm,7,"When analyzing this situation, consider:",(A) What's happening right now,(B) What trends will emerge over time,"When analyzing this situation, consider:Which of the following is more important, A or B? Answer in one letter only.(A) What's happening right now(B) What trends will emerge over timeAnswer:", the the the the the the the the,A,ab_logit_fallback,True,-108.04928588867188,-110.06019592285156
explicit_test,4,80.0,sub_mm,8,The better choice is:,(A) Immediate but limited impact,(B) Delayed but exponential impact,"The better choice is:Which of the following is more important, A or B? Answer in one letter only.(A) Immediate but limited impact(B) Delayed but exponential impactAnswer:", the the the the the the the the,A,ab_logit_fallback,True,-99.0250473022461,-100.86326599121094
explicit_test,4,80.0,sub_mm,9,Your budget should go toward:,(A) Urgent operational needs,(B) Strategic capacity building,"Your budget should go toward:Which of the following is more important, A or B? Answer in one letter only.(A) Urgent operational needs(B) Strategic capacity buildingAnswer:", the the the the the the the the,A,ab_logit_fallback,True,-96.72489166259766,-98.66259765625
explicit_test,4,160.0,add_mm,0,Your strategy should focus on:,(A) Reactive crisis management,(B) Proactive strategic planning,"Your strategy should focus on:Which of the following is more important, A or B? Answer in one letter only.(A) Reactive crisis management(B) Proactive strategic planningAnswer:", unknown unknown unknown unknown unknown unknown unknown unknown,A,ab_logit_fallback,True,-103.99710083007812,-106.52305603027344
